FilmID,Tittel,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Utgivelsesår,FAA
47,Working Girl (1988),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1988.0,31.660869565217393
48,To Catch a Thief (1955),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1955.0,33.466237942122184
49,Smoke Signals (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,31.69090909090909
50,"Believers, The (1987)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1987.0,29.17391304347826
51,Get Bruce (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999.0,31.235294117647058
52,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989.0,23.294117647058822
53,Wedding Bell Blues (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,25.0
54,"Killing, The (1956)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1956.0,31.90721649484536
55,Rudy (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,27.318548387096776
56,Shopping (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994.0,29.894868
57,Loaded (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994.0,35.0
58,Quartier Mozart (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,29.894868
59,Brassed Off (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1996.0,32.336
60,"Suburbans, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,29.894868
61,"Brother from Another Planet, The (1984)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1984.0,36.328
62,Song of the South (1946),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1946.0,32.645669291338585
63,Foreign Student (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,29.894868
64,"Great Race, The (1965)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1965.0,34.40506329113924
65,"Minus Man, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1999.0,27.866666666666667
66,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1984.0,25.923423423423422
67,Rosetta (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,28.736842105263158
68,"Corruptor, The (1999)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1999.0,26.477272727272727
69,Zone 39 (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997.0,29.894868
70,"General, The (1927)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.0,34.8
71,Being Human (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,30.833333333333332
72,"Money Pit, The (1986)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,28.223300970873787
73,"Adventures of Milo and Otis, The (1986)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,28.384615384615383
74,Nine 1/2 Weeks (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986.0,30.649350649350648
75,Bride of Chucky (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1998.0,19.20689655172414
76,Flatliners (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,26.2
77,New York Cop (1996),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,29.894868
78,Barenaked in America (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999.0,28.0
79,"Last Detail, The (1973)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1973.0,36.601941747572816
80,Twin Dragons (Shuang long hui) (1992),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,26.708333333333332
81,"Man Who Knew Too Much, The (1956)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1956.0,31.73170731707317
82,Jackie Brown (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,27.269607843137255
83,Stigmata (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999.0,24.779661016949152
84,U2: Rattle and Hum (1988),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1988.0,27.666666666666668
85,Sister Act (1992),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,30.88888888888889
86,Kagemusha (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1980.0,33.47572815533981
87,Splendor in the Grass (1961),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1961.0,34.08064516129032
88,Star Trek: Insurrection (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998.0,29.338192419825074
89,Hangmen Also Die (1943),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1943.0,50.0
90,Six Ways to Sunday (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,18.0
91,Back Stage (2000),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000.0,29.894868
92,Still Crazy (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998.0,31.916666666666668
93,Boiling Point (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,33.6
94,Rocky II (1979),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979.0,27.363636363636363
95,Honigmond (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,29.894868
96,"World Is Not Enough, The (1999)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999.0,26.8544474393531
97,Young Sherlock Holmes (1985),1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1985.0,29.634615384615383
98,"Joy Luck Club, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,30.646428571428572
99,All Over Me (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,24.2
100,Come See the Paradise (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1990.0,34.0
101,When We Were Kings (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,29.31132075471698
103,Schizopolis (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,24.076923076923077
104,Killer: A Journal of Murder (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,36.666666666666664
105,Barcelona (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994.0,28.96875
106,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,30.142857142857142
107,Perfect Blue (1997),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997.0,23.041666666666668
108,White Christmas (1954),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1954.0,33.75449101796407
109,Message to Love: The Isle of Wight Festival (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,18.0
110,My Bodyguard (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980.0,30.974137931034484
111,Destiny Turns on the Radio (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,18.0
112,Cold Fever (Á köldum klaka) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,32.3
113,Steal This Movie! (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,25.866666666666667
114,Dinosaur (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,28.61111111111111
115,"Air Up There, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,26.0
116,"Old Man and the Sea, The (1958)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958.0,38.0
117,Buck and the Preacher (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1972.0,29.894868
118,Two if by Sea (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996.0,22.2
119,For Love or Money (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,25.666666666666668
120,"Suddenly, Last Summer (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1959.0,38.65079365079365
121,Rising Sun (1993),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1993.0,30.669291338582678
123,On the Beach (1959),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1959.0,40.317460317460316
124,Time Code (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,24.345454545454544
125,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1939.0,33.15017064846416
126,"Gate of Heavenly Peace, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,25.0
127,Manhattan Murder Mystery (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993.0,31.59090909090909
128,Queen Margot (La Reine Margot) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994.0,30.49056603773585
129,Frequency (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2000.0,28.264112903225808
130,Adrenalin: Fear the Rush (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996.0,29.894868
131,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,33.1
132,Hook (1991),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1991.0,26.322115384615383
133,My Fair Lady (1964),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1964.0,32.40262582056893
134,Jude (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,29.88
135,"Maltese Falcon, The (1941)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1941.0,33.86194029850746
137,Bringing Out the Dead (1999),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1999.0,26.445
138,Two Thousand Maniacs! (1964),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1964.0,33.6
139,"Candidate, The (1972)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1972.0,36.03448275862069
140,Ghost (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,29.19047619047619
141,"Last Temptation of Christ, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988.0,27.37593984962406
142,House Party 2 (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,27.5
143,"Forbidden Christ, The (Cristo proibito, Il) (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950.0,29.894868
144,Sleepover (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,29.894868
145,2010 (1984),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1984.0,30.985507246376812
146,Charm's Incidents (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,29.894868
147,"Leading Man, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996.0,32.6
148,Go West (1925),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1925.0,37.391304347826086
149,Thelma & Louise (1991),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991.0,31.721290322580646
150,Blade Runner (1982),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982.0,29.967448902346707
151,Sabotage (1936),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1936.0,32.54838709677419
152,Clay Pigeons (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,28.17543859649123
153,Running Free (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,50.0
154,Cobb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,26.727272727272727
155,"Jewel of the Nile, The (1985)",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1985.0,31.38427947598253
156,East Palace West Palace (Dong gong xi gong) (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997.0,29.894868
157,Tales From the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995.0,22.88888888888889
158,"Next Step, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,29.894868
159,Little Odessa (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,32.13636363636363
160,"Third Man, The (1949)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1949.0,33.47286821705426
161,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1984.0,30.970909090909092
162,"Rescuers, The (1977)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.0,27.16949152542373
163,Cotton Mary (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,34.0
164,Body Heat (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981.0,36.02873563218391
165,Atlantic City (1980),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1980.0,39.55191256830601
166,Romancing the Stone (1984),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1984.0,30.10576923076923
167,Happiness Is in the Field (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,29.894868
168,Surviving Picasso (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,33.86666666666667
169,Condition Red (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995.0,18.0
170,Halloween (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978.0,26.73793103448276
171,Ghostbusters II (1989),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1989.0,25.94160583941606
172,Cube (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997.0,25.95575221238938
173,My Favorite Martian (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0,25.357142857142858
174,Tin Men (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1987.0,34.142857142857146
175,Volunteers (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.0,27.294117647058822
176,"Lion King, The (1994)",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994.0,26.763688760806918
177,Touch of Evil (1958),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1958.0,31.58421052631579
178,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,25.36283185840708
179,Patton (1970),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1970.0,32.53846153846154
180,"Tigger Movie, The (2000)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,27.448275862068964
181,Little Big League (1994),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,24.357142857142858
182,Nineteen Eighty-Four (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1984.0,30.96794871794872
183,Under the Domin Tree (Etz Hadomim Tafus) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,29.894868
184,With Byrd at the South Pole (1930),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1930.0,29.894868
185,"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997.0,30.478632478632477
186,Hellraiser III: Hell on Earth (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992.0,27.625
187,Playing God (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997.0,26.77777777777778
188,Alien³ (1992),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1992.0,29.463503649635037
189,"Far Off Place, A (1993)",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993.0,26.73913043478261
190,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,31.2
191,Lord of the Flies (1963),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1963.0,31.951871657754012
192,Things to Do in Denver when You're Dead (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1995.0,25.893939393939394
193,Smiling Fish and Goat on Fire (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999.0,31.09090909090909
194,"Sea Wolves, The (1980)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980.0,35.916666666666664
195,We're Back! A Dinosaur's Story (1993),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,22.0
196,"Scarlet Letter, The (1926)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1926.0,36.166666666666664
197,Vampire in Brooklyn (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995.0,31.375
198,Conceiving Ada (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1997.0,31.5
199,"Great Day in Harlem, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994.0,31.307692307692307
200,Pet Sematary (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989.0,25.47422680412371
201,Virtuosity (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995.0,26.627450980392158
202,"Love Bewitched, A (El Amor Brujo) (1986)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1986.0,53.0
203,Midnight Run (1988),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,30.45628997867804
204,Three Days of the Condor (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975.0,34.41150442477876
205,Ordinary People (1980),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980.0,33.18694362017804
206,"Golden Bowl, The (2000)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000.0,34.0
207,Something for Everyone (1970),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1970.0,42.2
208,Suture (1993),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1993.0,25.214285714285715
209,"Shop Around the Corner, The (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1940.0,33.03521126760563
210,"Blue Lagoon, The (1980)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1980.0,28.92105263157895
211,"301, 302 (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,25.0
212,Elstree Calling (1930),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1930.0,29.894868
213,Child's Play 3 (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992.0,10.375
214,Drugstore Cowboy (1989),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989.0,29.374545454545455
215,"Van, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,29.384615384615383
216,Duel in the Sun (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1946.0,44.3421052631579
217,Leatherface: Texas Chainsaw Massacre III (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990.0,24.5
218,Bed of Roses (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996.0,26.235294117647058
219,Whatever (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998.0,26.217391304347824
